GROUP,IPAddress,IP_COUNTRY,IP_STATE,IPC_DISEASE_death,IPS_DISEASE,IPC_COVID,IPS_COVID,Participant_Sex,Age,Income,Ethnicity,Ethnicity_Other,BORN_COUNTRY,BC_DISEASE,BORN_STATE,BS_DISEASE,GROW_COUNTRY,GC_DISEASE,GROW_STATE,GS_DISEASE,RESIDE_COUNTRY,RC_DISEASE,RESIDE_STATE,RS_DISEASE,Employed,Independent_support,weekly_income,weekly_fhelp,weekly_expenses,weekly_goodlife,LRB1,LRB2,LRB3,LRB4,LRB5,LRB6,LRB7,LRB8,LRB9,LRB10,LRB11,LRB12,General_Health,INF_PREV_COMM,INF_PREV_FAM,INF_PREV_JOB,ATT_1,MacLadd1,MacLadd2,BarImp1,BarImp2,BarImp3,BarImp4,BarImp5,BarImp6,BarImp7,BarImp8,Risk1,Risk2,Risk3,Risk4,Risk5,Risk6,Risk7,Risk8,Risk9,Risk10,Risk11,Risk12,Risk13,Risk14,Risk15,Risk16,Risk17,Risk18,Risk19,Risk20,Risk21,Risk22,Risk23,Risk24,Risk25,Risk26,Risk27,Risk28,Risk29,Risk30,Risk31,Risk32,Risk33,Risk34,ATC1,ATC2,ATC3,ATC4,ATC5,ATC6,ATC7,ATC8,ATC9,Imm1,Imm2,Imm3,Imm4,Imm5,Imm6,Imm7,Imm8,Imm9,ATT_2,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6,SOIR7,SOIR8,SOIR9,TDDS1,TDDS2,TDDS3,TDDS4,TDDS5,TDDS6,TDDS7,TDDS8,TDDS9,TDDS10,TDDS11,TDDS12,TDDS13,TDDS14,TDDS15,TDDS16,TDDS17,TDDS18,TDDS19,TDDS20,TDDS21,ATT_3_A,PVD1,PVD2,PVD3,PVD4,PVD5,PVD6,PVD7,PVD8,PVD9,PVD10,PVD11,PVD12,PVD13,PVD14,PVD15,ATT_3,COR_PVD1,COR_PVD2,COR_PVD3,COR_PVD4,COR_PVD5,COR_PVD6,COR_PVD7,COR_PVD8,COR_PVD9,COR_PVD10,COR_PVD11,COR_PVD12,COR_PVD13,COR_PVD14,COR_PVD15,CORexp1,CORexp2,CORexp3,CORexp4,CORexp9,CORexp10,CORexp11,CORexp12,CORexp13,CORexp14,CORexp15,CORexp16,CORexp17,CORexp18,CORexp19,CORexp20,CORexp21,CORexp22,CORexp23,CORexp24,CORexp25,CORexp26,CORexp27,CORexp28,CORexp29,CORexp30,CORexp31,mTurkCode,cov_intx,GENHEALTH,SOIR6rc,SOIBEHAVIOR,SOIATTITUDE,SOIDESIRE,SOITOTAL,PVD3rc,PVD5rc,PVD11rc,PVD12rc,PVD13rc,PVD14rc,INFECTIABILITY_MEAN,GERM_AVERSION_MEAN,TOTAL_PVD,SEX_DISGUST,MORAL_DISGUST,PATH_DISGUST,TOTAL_INF,SEX,RC,US_RESIDE_COUNTRY,IN_RESIDE_COUNTRY,BR_RESIDE_COUNTRY,IT_RESIDE_COUNTRY,INUS,Density_km,filter_$,sexd_sex,pathd_sex,morald_sex
4,151.32.71.125,Italy,Piedmont,27.01103785,27.5,213.7117065,546.8269027,Male,45,$20.000 to $29.999,White, ,Italy,#N/A,Novara, ,Italy,#N/A,Novara, ,Italy,27.01103785, , ,Sometimes,Sometimes,400,0,250,600,Yes,2+ years,5,90,10,8,Yes,16,Heterosexual,20,1,20,Good,30,10,20,6,5,6,2,2,3,3,2,3,2,3,2,4,2,1,2,2,2,3,2,2,2,3,2,1,2,2,3,2,3,3,1,3,2,3,3,3,3,3,3,3,4,4,2,4,2,2,3,3,2,3,2,3,3,3,2,1,1,1,2,1,2,2,purple,1,1,7,7,7,2,5,5,4,5,1,4,6,0,2,2,0,1,5,0,2,6,1,3,5,2,1,5,2,3,red,6,2,5,2,2,3,2,3,2,3,3,3,3,2,2,3,1,1,-1,1,-1,-1,1,0,0,0,-1,-1,-1,-1,1,3,4,4,5,14,14, ,No, , , , , , , , , , , , , , , , , , , ,34017,1,3,8,3,7.333333333,4.666666667,5,3,6,5,5,5,6,4,3.375,3.6875,.857142857,4.857142857,2.285714286,20,1,3,0,0,0,1, ,171.5994008,0,.857142857,2.285714286,4.857142857
4,151.60.163.55,Italy,Piedmont,27.01103785,27.5,213.7117065,546.8269027,Male,46,$10.000 to $19.999,White, ,Italy,#N/A,Torino, ,Italy,#N/A,Torino, ,Italy,27.01103785,Torino, ,Yes,Yes,300 euro,0,80 euro,500 euro,Yes,1-2 years,3,100,0,12,Yes,18,Heterosexual,9,0,36,Very good,9,1,1,6,8,7,3,1,1,4,4,4,1,1,4,1,4,4,4,5,5,5,5,5, ,3,2,1,5,5,5,3,3,5,2,4,5,5,5,5,5,5,5,5,5,5,3,4,2,4,2,3,1,3,2,3,4,1,1,1,1,1,1,1,4,1,purple,1,1,3,8,8,2,2,3,2,6,5,5,6,0,1,1,0,5,6,0,2,6,0,5,6,1,3,5,0,6,red,6,1,7,1,6,1,1,1,5,4,6,1,5,7,4,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,3,59,2, ,No, , , , , , , , , , , , , , , , , , , ,62178,1, ,8,1.666666667,8,2.333333333,4,1,2,2,7,3,1,2.428571429,2.875,2.651785714,.857142857,5.142857143,3.857142857,3.666666667,1,3,0,0,0,1, , ,0,.857142857,3.857142857,5.142857143
4,151.60.228.112,Italy,Piedmont,27.01103785,27.5,213.7117065,546.8269027,Male,24,$70.000 to $79.999,White, ,Italy,25.38062531,Turin, ,Italy,20.64503057,Turin, ,Italy,27.01103785,Turin, ,Yes,Yes,€ 400,€ 0,€ 150,€ 300,Yes,6-12 months,4,70,20,12,Yes,17,Heterosexual,8,1,36,Very good,20,0,10,6,7,7,3,2,2,4,3,3,1,2,4,4,4,3,3,4,5,3,4,4,5,2,2,2,5,5,4,3,4,5,3,5,5,4,4,3,5,4,4,3,4,4,2,3,2,3,3,2,1,3,2,1,2,1,1,1,1,1,2,1,2,1,purple,2,4,3,8,7,2,8,6,7,3,3,5,6,1,1,5,0,4,6,2,5,5,0,6,6,5,6,5,0,5,red,6,4,5,6,2,5,3,5,7,5,2,2,4,2,3,3,1,1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,3,4,4,4,79,5,1,No, , , , , , , , , , , , , , , , , , , ,19561,1, ,8,3,7.666666667,7,5.888888889,3,6,6,6,4,6,5.285714286,4.75,5.017857143,1.571428571,5.142857143,4.571428571,10,1,3,0,0,0,1, , ,0,1.571428571,4.571428571,5.142857143
4,151.60.65.57,Italy,Piedmont,27.01103785,27.5,213.7117065,546.8269027,Male,35,$40.000 to $49.999,White, ,Italy,#N/A,Torino, ,Italy,22.55583567,Torino, ,Italy,27.01103785,Torino, ,Yes,Yes,500,0,300,5000,Yes,2+ years,2,70,0,8,Yes,16,Heterosexual,50,1,5,Good,10,30,0,6,5,4,3,2,1,3,2,1,2,2,2,4,2,2,1,2,3,3,4,4,5,2,1,2,2,1,1,3,3,3,3,2,4,1,1,3,3,1,1,2,2,1,1,1,2,2,4,1,1,1,2,2,3,4,5,5,2,2,4,2,4,4,purple,1,8,8,8,7,2,8,7,9,4,0,3,4,0,3,2,0,1,5,0,1,1,0,4,5,0,4,0,0,3,red,4,2,7,2,3,2,2,2,2,2,2,4,5,4,1,3,1,1,-1,0,1,1,1,1,1,1,-1,0,1,-1,1,4,1,2,3,50,40,4,No, , , , , , , , , , , , , , , , , , , ,51447,1,3,8,5.666666667,7.666666667,8,7.111111111,1,5,6,4,3,4,3,2.625,2.8125,0,3,2.714285714,13.33333333,1,3,0,0,0,1, , ,0,0,2.714285714,3
4,185.73.246.208,Italy,Piedmont,27.01103785,27.5,213.7117065,546.8269027,Male,18,Less than $10.000,White, ,India,21.81386232,cuneo, ,Italy,22.11708447,cuneo, ,Italy,27.01103785,cuneo, ,Sometimes,Sometimes,200,100,100,400,Yes,6-12 months,3,100,0,5,Yes,15,Heterosexual,6,3,19,Good,10,3,5,6,6,4,2,3,2,4,4,4,3,3,2,3,3,2,3,2,2,4,4,3,3,4,3,2,4,3,3,2,3,3,4,2,2,2,3,3,2,3,2,5,4,4,5,4,2,3,3,2, ,2,2,3,3,4,5,2,4,4,3,5,3,3,purple,4,6,3,4,6,5,5,6,4,2,3,4,3,3,4,2,2,3,2,3,3,3,2,3,3,3,2,3,2,3,red,3,5,5,3,3,4,5,3,4,4,3,4,4,3,4,3,0,0,0,-1,1,0,-1,0,0,-1,0,-1,0,0,1,2,3,2,7,13,7,7,No, , , , , , , , , , , , , , , , , , , ,72329,1,3,5,4.333333333,5,5,4.777777778,3,5,5,4,4,5,4.285714286,3.875,4.080357143,2.571428571,2.571428571,3.142857143,6,1,3,0,0,0,1, , ,0,2.571428571,3.142857143,2.571428571
4,2.36.139.116,Italy,Piedmont,27.01103785,27.5,213.7117065,546.8269027,Male,22,$40.000 to $49.999,White, ,India,22.45314818,Turin, ,Italy,20.39658932,Turin, ,Italy,27.01103785,Turin, ,Sometimes,Sometimes,200,100,500,2000,Yes,1-2 years,1,70,50,18,Yes,14,Heterosexual,5,5,18,Good,50,50,51,6,5,5,3,2,1,2,2,2,3,3,3,2,3,2,2,3,3,2,3,3,2,3,3,2,2,2,2,2,3,2,2,2,2,4,4,4,3,4,4,4,4,3,3,3,3,2,2,2,3,2,1,2,2,1,3,2,3,3,3,2,3,3,purple,1,1,1,3,3,4,5,4,3,4,3,2,2,2,3,3,3,2,2,3,2,2,2,3,2,3,3,3,2,2,red,4,3,3,4,4,4,3,4,3,3,3,4,3,3,4,3,0,-1,-1,-1,-1,0,-1,-1,0,0,0,0,-1,-1,-1,2,2,1,1,2,3,0,No, , , , , , , , , , , , , , , , , , , ,54378,1,3,6,1,4,4,3,5,4,5,4,5,5,3.857142857,4.125,3.991071429,2.571428571,2.571428571,2.428571429,50.33333333,1,3,0,0,0,1, , ,0,2.571428571,2.428571429,2.571428571
4,37.119.142.91,Italy,Piedmont,27.01103785,27.5,213.7117065,546.8269027,Male,20,$40.000 to $49.999,White, ,India,22.36963592,Milano, ,Italy,21.04303019,Milano, ,Italy,27.01103785,Milano, ,Sometimes,Sometimes,40,100,80,150,No, , , , ,3,No, ,Heterosexual,0,0,0,Very good,29,50,10,6,6,6,3,2,2,3,2,2,2,2,5,4,4,4,3,4,5,3,4,5,5,3,1,2,4,4,2,1,2,4,3,2,4,3,3,5,4,2,3,4,2,4,2,2,1,3,4,1,1,2,2,3,2,3,1,1,1,1,2,2,2,2,purple,0,0,0,3,6,4,3,2,6,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,3,3,1,3,3,red,5,4,4,5,4,3,5,5,4,3,2,2,3,1,2,3,0,1,-1,1,0,0,0,1,0,-1,0,0,1,0,-1,2,4,4, ,14,14,5,No, , , , , , , , , , , , , , , , , , , ,27562,1, ,6,0,5,3.666666667,2.888888889,4,4,6,6,5,7,4.571428571,4.5,4.535714286,2.142857143,1.285714286,2.142857143,29.66666667,1,3,0,0,0,1, , ,0,2.142857143,2.142857143,1.285714286
4,77.242.184.238,Italy,Piedmont,27.01103785,27.5,213.7117065,546.8269027,Male,24,Less than $10.000,White, ,India,25.38062531,Biella, ,Italy,20.64503057,Biella, ,Italy,27.01103785,Torino, ,Sometimes,Sometimes,50 euros,30,20,20,Yes,2+ years,1,100,0,6,No, ,Heterosexual,0,2,0,Very good,9,0,0,6,5,5,4,1,1,3,3,3,2,1,2,2,3,4,4,3,1,1,1, ,1,4,4,2,1,2,1,1,1,1,4,1,1,1,2,2,1,2,1,1,1,1,2,2,3,3,3,4,3,4,4,2,2,4,3,1,2,1,2,2,3,2,purple,1,1,1,9,7,3,4,3,2,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,red,6,5,4,4,5,1,4,2,2,4,3,3,4,3,3,3,1,0,1,1,1,-1,1,1,-1,0,1,0,1,1,1,2,3,4,1,6,6,6,No, , , , , , , , , , , , , , , , , , , ,69924,1, ,7,1,7.666666667,3,3.888888889,4,3,5,5,4,5,3.571428571,4,3.785714286,.428571429,.714285714,.285714286,3,1,3,0,0,0,1, , ,0,.428571429,.285714286,.714285714
4,93.144.90.122,Italy,Piedmont,27.01103785,27.5,213.7117065,546.8269027,Male,22,Less than $10.000,White, ,India,22.45314818,Piedmont, ,Italy,20.39658932,Piedmont, ,Italy,27.01103785,Piedmont, ,Sometimes,No,25,10,35,100,Yes,2+ years,1,80,10,1,Yes,18,Heterosexual,1,1,5,Good,40,61,60,6,6,5,3,2,3,3,2,3,2,2,3,3,2,2,2,4,3,2,2,2,3,3,4,2,2,2,2,3,3,2,2,2,2,3,2,3,3,3,2,2,2,4,4,4,3,3,3,2,2,2,1,2,3,2,2,1,2,2,2,2,3,1,purple,1,0,0,7,8,2,5,2,3,1,2,4,4,0,1,0,0,2,3,0,4,5,2,4,4,5,5,2,0,2,red,1,4,5,2,2,1,2,1,3,4,2,2,2,4,2,3,1,0,-1,-1,0,0,1,1,1,1,-1,0,1,0,0,3,2,2,1,101,50,0,No, , , , , , , , , , , , , , , , , , , ,36351,1,3,8,.333333333,7.666666667,3.333333333,3.777777778,3,6,6,6,6,4,3.714285714,3.125,3.419642857,1.285714286,2.714285714,3.142857143,53.66666667,1,3,0,0,0,1, , ,0,1.285714286,3.142857143,2.714285714
4,93.35.167.57,Italy,Piedmont,27.01103785,27.5,213.7117065,546.8269027,Male,39,$30.000 to $39.999,White, ,India,#N/A,Distrito Federal, ,Mexico,#N/A,Distrito Federal, ,Italy,27.01103785,Turin, ,Yes,Yes,250,0,150,500,Yes,2+ years,5,100,0,3,Yes,25,Heterosexual,1,0,66,Excellent,0,0,0,6,7,10,3,3,3,3,4,4,3,3,1,1,1,1,5,1,2,5,5,2,2,5,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,3,2,5,2,1,1,2,2,2,1,1,2,2,3,3,1,1,1,1,1,1,1,1,1,purple,1,1,1,7,8,8,7,7,7,4,4,5,5,5,5,6,6,6,6,6,6,6,6,4,4,4,4,4,6,4,red,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,6,0,No, , , , , , , , , , , , , , , , , , , ,13740,1,5,2,1,5.666666667,7,4.555555556,2,2,2,2,2,2,4.285714286,4.5,4.392857143,5.285714286,5,4.857142857,0,1,3,0,0,0,1, , ,0,5.285714286,4.857142857,5
4,93.35.70.1,Italy,Piedmont,27.01103785,27.5,213.7117065,546.8269027,Male,24,Less than $10.000,White, ,India,25.38062531,Turin, ,Italy,20.64503057,Turin, ,Italy,27.01103785,Turin, ,Sometimes,Sometimes,30,50,150,150,Yes,2+ years,3,100,0,2,Yes,18,Lesbian/ Gay,11,8,1,Excellent,10,0,0,6,6,4,2,1,1,3,3,4,2,1,4,5,3,5,5,1,1,1,3,3,5,4,5,5,5,5,5,5,5,5,5,3,1,5,5,5,4,1,3,1,3,1,4,5,2,3,3,1,1,2,1,1,3,4,1,1,2,1,1,1,4,1,purple,6,5,6,9,9,1,9,3,8,5,2,6,5,0,0,6,0,3,3,0,6,4,0,2,5,4,4,6,6,0,red,7,6,4,5,1,6,1,6,2,3,7,2,3,2,4,3,1,-1,-1,1,0,0,1,-1,1,-1,1,1,-1,0,1,4,1,1,4,14,7,0,No, , , , , , , , , , , , , , , , , , , ,52546,1,5,9,5.666666667,9,6.666666667,7.111111111,4,7,1,6,5,6,5.714285714,3.625,4.669642857,1.714285714,4.857142857,3,3.333333333,1,3,0,0,0,1, , ,0,1.714285714,3,4.857142857
4,93.36.163.102,Italy,Piedmont,27.01103785,27.5,213.7117065,546.8269027,Male,23,$50.000 to $59.999,White, ,India,22.96062541,Torino, ,Italy,20.74207225,Torino, ,Italy,27.01103785,Torino, ,No,No,$10,€ 300,€ 250,€ 500,Yes,2+ years,2,100,0,2,Yes,16,Lesbian/ Gay,11,8,6,Very good,4,4,8,6,7,6,2,3,2,4,1,2,2,1,2,5,3,4,4,3,5,4,4,4,5,4,5,3,5,4,5,4,5,4,2,4,2,4,3,4,3,4,3,4,3,3,4,3,2,3,3,1,1,2,2,2,3,3,1,2,1,1,1,1,2,1,purple,6,6,6,9,9,1,7,5,5,4,1,6,5,0,0,2,0,1,4,0,5,3,0,5,6,1,5,3,6,3,red,6,3,7,6,5,2,2,2,1,2,6,5,7,4,1,3,1,0,-1,-1,-1,0,1,0,0,0,1,-1,0,-1,1,1,3,2,2,30,5,4,No, , , , , , , , , , , , , , , , , , , ,30872,1, ,9,6,9,5.666666667,6.888888889,1,3,2,3,1,4,2.714285714,2.5,2.607142857,1.142857143,3.857142857,3.571428571,5.333333333,1,3,0,0,0,1, , ,0,1.142857143,3.571428571,3.857142857
4,93.36.165.232,Italy,Piedmont,27.01103785,27.5,213.7117065,546.8269027,Male,27,$10.000 to $19.999,White, ,India,22.55583567,Torino, ,Italy,21.85437542,Torino, ,Italy,27.01103785,Torino, ,Yes,Yes,350,0,200,400,Yes,2+ years,1,80,0,4,Yes,21,Bisexual,10,2,2,Very good,5,5,5,6,8,8,4,2,3,3,2,4,3,1,5,2,5,4,4,5,5,5,4,5,5,3,5,3,5,5,5,4,5,5,3,2,1,5,1,4,2,2,5,1,1,1,5,3,1,3,1,3,1,3,1,3,2,2,1,1,4,1,1,2,1,1,purple,2,1,3,9,9,1,9,5,2,5,2,4,6,0,4,5,0,3,5,2,3,2,0,4,5,4,5,5,2,3,red,5,4,5,6,6,1,1,1,1,1,6,7,7,6,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,3,2,4,1,30,2,2,No, , , , , , , , , , , , , , , , , , , ,49832,1, ,9,2,9,5.333333333,5.444444444,3,2,2,1,1,2,1.714285714,2.5,2.107142857,1.428571429,4.714285714,3.714285714,5,1,3,0,0,0,1, , ,0,1.428571429,3.714285714,4.714285714
4,95.244.172.57,Italy,Piedmont,27.01103785,27.5,213.7117065,546.8269027,Male,19,$60.000 to $69.999,White, ,India,21.85437542,cuneo, ,Italy,21.67809487,cuneo, ,Italy,27.01103785,cuneo, ,Yes,Yes,200,0,50,300,No, , , , ,0,No, ,Heterosexual,0,0,0,Very good,1,2,1,6,8,6,2,3,3,2,3,2,3,2,2,4,3,2,1,3,4,3,1,3,3,2,3,3,4,3,2,1,2,3,3,2,1,2,3,2,1,3,2,1,2,3,2,4,2,2,3,2,1,2,1,3,2,2,3,4,3,4,3,2,3,4,purple,0,0,0,3,4,5,6,5,6,3,2,4,3,2,3,2,4,3,2,3,4,3,2,4,3,2,3,4,3,4,red,3,5,4,3,5,3,5,3,4,5,5,3,4,5,3,3,-1,0,1,1,-1,0,-1,0,0,-1,1,0,-1,0,0,2,3,4, ,6,7,10,No, , , , , , , , , , , , , , , , , , , ,10621,1, ,5,0,4,5.666666667,3.222222222,4,3,3,5,4,3,3.857142857,3.625,3.741071429,2.571428571,2.857142857,3.571428571,1.333333333,1,3,0,0,0,1, , ,0,2.571428571,3.571428571,2.857142857
4,78.15.149.233,Italy,Sardinia,27.01103785,23.7,213.7117065,76.66546108,Male,40,$20.000 to $29.999,White, ,India,#N/A,sardegna, ,Italy,#N/A,sardegna, ,Italy,27.01103785,sardinia, ,Sometimes,Sometimes,600,0,500,1000,Yes,2+ years,1,70,0,15,Yes,18,Heterosexual,5,0,3,Very good,1,1,10,6,3,3,2,2,1,2,2,4,1,1,2,1,2,2,1,3,1,3,2,2,1,2,2,2,1,1,2,2,2,3,2,2,2,3,3,2,3,2,2,1,2,2,1,1,2,3,2,1,1,2,2,2,4,2,2,1,1,1,2,1,2,1,purple,1,2,2,9,6,4,6,5,4,4,4,5,6,3,3,5,0,2,5,1,4,3,3,5,5,0,5,4,3,3,red,5,7,3,2,2,7,5,7,1,7,4,1,2,2,6,3,1,0,-1,1,0,0,1,0,0,0,-1,0,-1,0,1,4,5,5,1,100,19,0,No, , , , , , , , , , , , , , , , , , , ,81745,1, ,6,1.666666667,7,5,4.555555556,5,6,4,7,6,6,6.714285714,4.25,5.482142857,2,4.571428571,3.857142857,4,1,3,0,0,0,1, , ,0,2,3.857142857,4.571428571
4,82.85.182.199,Italy,Sardinia,27.01103785,23.7,213.7117065,76.66546108,Male,34,Less than $10.000,White, ,India,#N/A,oristano, ,Italy,23.88420807,oristano, ,Italy,27.01103785,oristano, ,Sometimes,No,200,30,100,300,Yes,2+ years,4,90,10,10,Yes,18,Heterosexual,10,1,15,Good,3,0,0,6,5,5,4,1,2,3,2,4,1,1,5,5,5,5,5,5,4,5,5,5,5,4,5,3,5,2,5,4,5,5,3,4,5,5,5,5,5,5,5,5,4,5,3,3,2,2,2,3,1,2,2,3,3,4,2,2,2,2,2,2,4,4,purple,1,3,5,9,1,1,5,3,4,2,1,6,4,0,2,1,0,3,4,0,1,2,0,3,2,5,3,4,1,4,red,7,2,2,6,1,4,5,6,3,2,7,1,1,1,3,3,1,1,-1,1,-1,0,1,0,0,0,-1,-1,-1,-1,1,1,5,3,4,101,50,0,No, , , , , , , , , , , , , , , , , , , ,24988,1,3,9,3,6.333333333,4,4.444444444,6,7,1,7,7,7,5,4.75,4.875,1,2.714285714,3.142857143,1,1,3,0,0,0,1, , ,0,1,3.142857143,2.714285714
4,151.54.114.74,Italy,Sicily,27.01103785,13.6,213.7117065,59.62129974,Male,19,$30.000 to $39.999,White, ,Italy,21.85437542,Calabria, ,Italy,21.67809487,Calabria, ,Italy,27.01103785,Calabria, ,Yes,Sometimes,100,50,30,200,Yes,2-6 months,4,90,30,3,Yes,18,Heterosexual,1,0,27,Very good,15,10,6,6,6,6,3,2,1,3,3,4,2,2,3,3,4,4,3,4,4,2,5,4,3,3,2,2,2,1,1,2,2,3,2,4,4,3,3,4,4,4,3,3,5,3,2,2,2,3,2,3,2,1,3,2,4,3,2,2,4,2,3,3,4,2,purple,2,1,1,7,5,3,6,3,5,3,4,5,4,0,3,3,0,2,3,2,5,4,2,4,3,4,3,4,1,4,red,4,3,6,6,5,2,5,3,3,2,3,4,3,6,5,3,1,0,0,1,-1,1,1,1,0,-1,-1,0,-1,0,1,2,3,3,4,9,5,1,No, , , , , , , , , , , , , , , , , , , ,97333,1, ,7,1.333333333,6.333333333,4.666666667,4.111111111,2,3,5,4,5,2,2.714285714,4.375,3.544642857,1.857142857,3.428571429,3.714285714,10.33333333,1,3,0,0,0,1, , ,0,1.857142857,3.714285714,3.428571429
4,37.179.128.64,Italy,Sicily,27.01103785,13.6,213.7117065,59.62129974,Male,22,Less than $10.000,White, ,India,22.45314818,Catania, ,Italy,20.39658932,Catania, ,Italy,27.01103785,Catania, ,Sometimes,Sometimes,50,50,10,100,No, , , , ,0,Yes,17,Lesbian/ Gay,60,10,0,Good,5,0,0,6,10,10,2,4,2,4,2,3,3,3,2,3,4,3,3,4,5,4,3,3,2,3,3,4,4,3,2,3,3,3,4,3,4,4,5,4,3,4,4,5,4,4,4,5,3,3,3,3,4,3,4,4,3,4,4,4, ,4,4,4,4,4,purple,7,7,7,9,9,9,9,6,6,2,2,2,1,1,1,1,5,3,2,2,2,2,2,3,4,4,4,5,3,3,red,4,5,4,4,4,5,5,5,5,5,4,4,4,4,4,3,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,3,3,3, ,60,25,0,No, , , , , , , , , , , , , , , , , , , ,44311,1,3,1,7,6.333333333,7,6.777777778,4,4,4,4,4,4,4.571428571,4.25,4.410714286,2.714285714,2.428571429,2.571428571,1.666666667,1,3,0,0,0,1, , ,0,2.714285714,2.571428571,2.428571429
4,5.171.106.171,Italy,Sicily,27.01103785,13.6,213.7117065,59.62129974,Male,19,$10.000 to $19.999,White, ,India,21.85437542,Taranto, ,Italy,21.67809487,Taranto, ,Italy,27.01103785,Taranto, ,No,No,0,20 €,0 €,10 €,Prefer not to answer, , , , ,3,Yes,16,Heterosexual,2,2,0,Good,25,5,1,6,3,6,3,3,2,3,4,3,3,2,3,3,4,4,3,3,2,4,3,4,4,2,3,1,5,2,4,3,2,4,2,2,2,2,2,3,2,4,3,3,3,3,2,1,2,2,4,1,2,2,1,1,2,3,3,2,4,2,3,2,3,2,purple,2,1,1,8,9,2,6,4,5,2,4,5,3,1,3,2,3,4,3,3,3,2,1,4,4,3,6,4,4,2,red,5,3,6,7,3,2,4,3,2,2,5,3,3,5,6,3,1,0,-1,1,0,0,1,0,0,0,0,0,1,0,1,2,3,3, ,70,20,0,No, , , , , , , , , , , , , , , , , , , ,26761,1,3,8,1.333333333,8.333333333,5,4.888888889,2,5,3,5,5,3,3.285714286,4.25,3.767857143,2.714285714,2.857142857,3.857142857,10.33333333,1,3,0,0,0,1, , ,0,2.714285714,3.857142857,2.857142857
4,87.6.174.65,Italy,Sicily,27.01103785,13.6,213.7117065,59.62129974,Male,19,$20.000 to $29.999,White, ,India,21.85437542,Sicilia, ,Italy,21.67809487,Sicilia, ,Italy,27.01103785,Sicilia, ,Yes,No,90,10,10,30,Yes,2+ years,3,100,0,1,Yes,18,Heterosexual,1,1,3,Very good,30,10,50,6,5,7,3,2,1,2,3,3,2,3,4,3,4,4,4,5,4,3,4,5,4,5,2,1,5,5,5,3,4,5,2,5,5,4,5,5,5,5,4,4,5,3,4,2,4,2,3,1,2,2,3,3,4,1,1,1,1,1,1,1,1,2,purple,1,0,0,3,3,7,5,1,2,5,0,4,6,0,3,6,4,5,6,0,6,6,0,4,5,5,6,6,0,6,red,1,3,1,7,3,5,4,2,4,4,2,3,1,4,5,3,1,1,-1,1,0,1,1,0,0,0,1,0,-1,0,1,3,5,2,3,9,3,1,No, , , , , , , , , , , , , , , , , , , ,90746,1, ,3,.333333333,3,2.666666667,2,7,5,6,5,7,4,4,5.125,4.5625,1.285714286,5.714285714,4.857142857,30,1,3,0,0,0,1, , ,0,1.285714286,4.857142857,5.714285714
4,194.55.151.50,Italy,The Marches,27.01103785,32.6,213.7117065,395.208458,Male,34,$20.000 to $29.999,White, ,India,#N/A,MC, ,Italy,23.88420807,MC, ,Italy,27.01103785,MC, ,Yes,Yes,337.5,0,150,700,Yes,1-2 years,3,100,0,6,Yes,16,Heterosexual,17,1,13,Good,0,0,0,6,4,4,2,1,4,3,1,4,1,2,1,2,3,2,3,4,4,3,4,4,4,3,1,1,2,1,3,2,1,3,1,3,1,1,4,3,4,4,3,4,4,2,1,1,4,2,1,2,1,2,4,2,4,3,3,5,1,1,5,2,4,1,purple,1,1,3,8,7,2,7,8,3,3,2,5,3,0,0,6,0,1,6,0,0,3,0,1,3,0,0,5,0,1,red,5,2,6,4,7,2,4,1,2,5,6,4,5,7,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,3,4,3,87,26,0,No, , , , , , , , , , , , , , , , , , , ,65900,1,3,8,1.666666667,7.666666667,6,5.111111111,2,1,2,4,3,1,2.285714286,2.875,2.580357143,.285714286,4.142857143,1.142857143,0,1,3,0,0,0,1, , ,0,.285714286,1.142857143,4.142857143
